subject,word,order,judgment,judgment_z
subject144,undetestable,99,4,0.062193464
subject144,epileptically,100,3,-0.4560854
subject145,prereflection,1,3,-1.316095997
subject145,confessorship,2,4,-0.698210552
subject145,overdisastrous,3,3,-1.316095997
subject145,mightiness,4,7,1.155445781
subject145,marginalism,5,6,0.537560337
subject145,unlikable,6,7,1.155445781
subject145,subfrontal,7,5,-0.080325108
subject145,preobstruction,8,4,-0.698210552
subject145,subanal,9,2,-1.933981441
subject145,projectorship,10,3,-1.316095997
subject145,overhazardous,11,6,0.537560337
subject145,atmospherically,12,7,1.155445781
subject145,centrifugalism,13,3,-1.316095997
subject145,unexcitable,14,7,1.155445781
subject145,manipulationist,15,6,0.537560337
subject145,nonconfusion,16,6,0.537560337
subject145,nontransmission,17,6,0.537560337
subject145,interideal,18,3,-1.316095997
subject145,ecclesiasticalize,19,2,-1.933981441
subject145,interfocal,20,2,-1.933981441
subject145,profitability,21,7,1.155445781
subject145,nonaccommodation,22,6,0.537560337
subject145,standardizer,23,6,0.537560337
subject145,criticalize,24,3,-1.316095997
subject145,silveriness,25,6,0.537560337
subject145,stoniness,26,7,1.155445781
subject145,nonprescription,27,5,-0.080325108
subject145,dedicational,28,4,-0.698210552
subject145,movability,29,7,1.155445781
subject145,preconstitution,30,3,-1.316095997
subject145,contractorship,31,6,0.537560337
subject145,wealthiness,32,7,1.155445781
subject145,steaminess,33,7,1.155445781
subject145,nonanticipation,34,6,0.537560337
subject145,uncomparable,35,4,-0.698210552
subject145,exhilarationist,36,7,1.155445781
subject145,actorship,37,6,0.537560337
subject145,secretionist,38,6,0.537560337
subject145,presubversion,39,5,-0.080325108
subject145,nonsubmission,40,6,0.537560337
subject145,emancipational,41,3,-1.316095997
subject145,unpredictable,42,7,1.155445781
subject145,nonexclusion,43,7,1.155445781
subject145,preadmission,44,7,1.155445781
subject145,preevacuation,45,5,-0.080325108
subject145,unconsiderable,46,3,-1.316095997
subject145,delusional,47,7,1.155445781
subject145,predeterioration,48,5,-0.080325108
subject145,uncommendable,49,7,1.155445781
subject145,nonpunctuation,50,6,0.537560337
subject145,mediatorship,51,7,1.155445781
subject145,concessionist,52,7,1.155445781
subject145,pubically,53,1,-2.551866886
subject145,inhibitionist,54,6,0.537560337
subject145,unregrettable,55,7,1.155445781
subject145,residually,56,4,-0.698210552
subject145,fleshiness,57,7,1.155445781
subject145,preinclusion,58,6,0.537560337
subject145,ancestrally,59,4,-0.698210552
subject145,subspiral,60,3,-1.316095997
subject145,subnocturnal,61,4,-0.698210552
subject145,depletionist,62,6,0.537560337
subject145,shadiness,63,7,1.155445781
subject145,subseasonal,64,3,-1.316095997
subject145,persecutorship,65,6,0.537560337
subject145,oratorship,66,4,-0.698210552
subject145,subethical,67,5,-0.080325108
subject145,congressionalize,68,3,-1.316095997
subject145,principalism,69,2,-1.933981441
subject145,nonconcussion,70,6,0.537560337
subject145,preaddiction,71,4,-0.698210552
subject145,depopularize,72,6,0.537560337
subject145,congratulational,73,2,-1.933981441
subject145,overmiraculous,74,4,-0.698210552
subject145,seminalism,75,5,-0.080325108
subject145,radicalizer,76,5,-0.080325108
subject145,noncongregation,77,5,-0.080325108
subject145,overdangerous,78,6,0.537560337
subject145,woodiness,79,2,-1.933981441
subject145,inflatability,80,7,1.155445781
subject145,nonassociation,81,6,0.537560337
subject145,nonprofession,82,6,0.537560337
subject145,individualizer,83,6,0.537560337
subject145,spectralism,84,6,0.537560337
subject145,presegregation,85,4,-0.698210552
subject145,interintestinal,86,4,-0.698210552
subject145,superparental,87,3,-1.316095997
subject145,prehesitation,88,5,-0.080325108
subject145,fluctuationist,89,6,0.537560337
subject145,preperception,90,6,0.537560337
subject145,predisruption,91,6,0.537560337
subject145,serialism,92,5,-0.080325108
subject145,educatorship,93,4,-0.698210552
subject145,nonexcavation,94,5,-0.080325108
subject145,gesticulational,95,3,-1.316095997
subject145,unworkable,96,7,1.155445781
subject145,distributorship,97,7,1.155445781
subject145,situationist,98,6,0.537560337
subject145,undetestable,99,6,0.537560337
subject145,epileptically,100,5,-0.080325108
subject146,prereflection,1,1,-1.14488108
subject146,confessorship,2,1,-1.14488108
subject146,overdisastrous,3,1,-1.14488108
subject146,mightiness,4,7,0.864061193
subject146,marginalism,5,7,0.864061193
subject146,unlikable,6,7,0.864061193
subject146,subfrontal,7,1,-1.14488108
subject146,preobstruction,8,1,-1.14488108
subject146,subanal,9,1,-1.14488108
subject146,projectorship,10,7,0.864061193
subject146,overhazardous,11,7,0.864061193
subject146,atmospherically,12,7,0.864061193
subject146,centrifugalism,13,1,-1.14488108
subject146,unexcitable,14,7,0.864061193
subject146,manipulationist,15,7,0.864061193
subject146,nonconfusion,16,1,-1.14488108
subject146,nontransmission,17,1,-1.14488108
subject146,interideal,18,1,-1.14488108
subject146,ecclesiasticalize,19,1,-1.14488108
subject146,interfocal,20,7,0.864061193
subject146,profitability,21,7,0.864061193
subject146,nonaccommodation,22,NA,NA
subject146,standardizer,23,NA,NA
subject146,criticalize,24,1,-1.14488108
subject146,silveriness,25,7,0.864061193
subject146,stoniness,26,7,0.864061193
subject146,nonprescription,27,NA,NA
subject146,dedicational,28,1,-1.14488108
subject146,movability,29,7,0.864061193
subject146,preconstitution,30,1,-1.14488108
subject146,contractorship,31,7,0.864061193
subject146,wealthiness,32,7,0.864061193
subject146,steaminess,33,NA,NA
subject146,nonanticipation,34,1,-1.14488108
subject146,uncomparable,35,7,0.864061193
subject146,exhilarationist,36,1,-1.14488108
subject146,actorship,37,1,-1.14488108
subject146,secretionist,38,1,-1.14488108
subject146,presubversion,39,1,-1.14488108
subject146,nonsubmission,40,7,0.864061193
subject146,emancipational,41,7,0.864061193
subject146,unpredictable,42,7,0.864061193
subject146,nonexclusion,43,7,0.864061193
subject146,preadmission,44,7,0.864061193
subject146,preevacuation,45,7,0.864061193
subject146,unconsiderable,46,1,-1.14488108
subject146,delusional,47,7,0.864061193
subject146,predeterioration,48,1,-1.14488108
subject146,uncommendable,49,7,0.864061193
subject146,nonpunctuation,50,1,-1.14488108
subject146,mediatorship,51,7,0.864061193
subject146,concessionist,52,7,0.864061193
subject146,pubically,53,7,0.864061193
subject146,inhibitionist,54,7,0.864061193
subject146,unregrettable,55,1,-1.14488108
subject146,residually,56,7,0.864061193
subject146,fleshiness,57,1,-1.14488108
subject146,preinclusion,58,NA,NA
subject146,ancestrally,59,1,-1.14488108
subject146,subspiral,60,1,-1.14488108
subject146,subnocturnal,61,7,0.864061193
subject146,depletionist,62,7,0.864061193
subject146,shadiness,63,7,0.864061193
subject146,subseasonal,64,7,0.864061193
subject146,persecutorship,65,7,0.864061193
subject146,oratorship,66,1,-1.14488108
subject146,subethical,67,1,-1.14488108
subject146,congressionalize,68,NA,NA
subject146,principalism,69,7,0.864061193
subject146,nonconcussion,70,7,0.864061193
subject146,preaddiction,71,7,0.864061193
subject146,depopularize,72,1,-1.14488108
subject146,congratulational,73,1,-1.14488108
subject146,overmiraculous,74,1,-1.14488108
subject146,seminalism,75,7,0.864061193
subject146,radicalizer,76,7,0.864061193
subject146,noncongregation,77,7,0.864061193
subject146,overdangerous,78,1,-1.14488108
subject146,woodiness,79,1,-1.14488108
subject146,inflatability,80,7,0.864061193
subject146,nonassociation,81,7,0.864061193
subject146,nonprofession,82,7,0.864061193
subject146,individualizer,83,1,-1.14488108
subject146,spectralism,84,1,-1.14488108
subject146,presegregation,85,7,0.864061193
subject146,interintestinal,86,7,0.864061193
subject146,superparental,87,1,-1.14488108
subject146,prehesitation,88,1,-1.14488108
subject146,fluctuationist,89,7,0.864061193
subject146,preperception,90,7,0.864061193
subject146,predisruption,91,7,0.864061193
subject146,serialism,92,7,0.864061193
subject146,educatorship,93,NA,NA
subject146,nonexcavation,94,1,-1.14488108
subject146,gesticulational,95,1,-1.14488108
subject146,unworkable,96,7,0.864061193
subject146,distributorship,97,7,0.864061193
subject146,situationist,98,7,0.864061193
subject146,undetestable,99,7,0.864061193
subject146,epileptically,100,1,-1.14488108
subject147,prereflection,1,2,-1.877238339
subject147,confessorship,2,5,-0.235338917
subject147,overdisastrous,3,2,-1.877238339
subject147,mightiness,4,7,0.859260697
subject147,marginalism,5,7,0.859260697
subject147,unlikable,6,7,0.859260697
subject147,subfrontal,7,7,0.859260697
subject147,preobstruction,8,6,0.31196089
subject147,subanal,9,6,0.31196089
subject147,projectorship,10,3,-1.329938532
subject147,overhazardous,11,7,0.859260697
subject147,atmospherically,12,7,0.859260697
subject147,centrifugalism,13,7,0.859260697
subject147,unexcitable,14,7,0.859260697
subject147,manipulationist,15,7,0.859260697
subject147,nonconfusion,16,5,-0.235338917
subject147,nontransmission,17,5,-0.235338917
subject147,interideal,18,3,-1.329938532
subject147,ecclesiasticalize,19,6,0.31196089
subject147,interfocal,20,6,0.31196089
subject147,profitability,21,7,0.859260697
subject147,nonaccommodation,22,7,0.859260697
subject147,standardizer,23,6,0.31196089
subject147,criticalize,24,6,0.31196089
subject147,silveriness,25,7,0.859260697
subject147,stoniness,26,7,0.859260697
subject147,nonprescription,27,7,0.859260697
subject147,dedicational,28,5,-0.235338917
subject147,movability,29,7,0.859260697
subject147,preconstitution,30,7,0.859260697
subject147,contractorship,31,6,0.31196089
subject147,wealthiness,32,7,0.859260697
subject147,steaminess,33,7,0.859260697
subject147,nonanticipation,34,7,0.859260697
subject147,uncomparable,35,7,0.859260697
subject147,exhilarationist,36,5,-0.235338917
subject147,actorship,37,3,-1.329938532
subject147,secretionist,38,2,-1.877238339
subject147,presubversion,39,5,-0.235338917
subject147,nonsubmission,40,7,0.859260697
subject147,emancipational,41,7,0.859260697
subject147,unpredictable,42,7,0.859260697
subject147,nonexclusion,43,2,-1.877238339
subject147,preadmission,44,5,-0.235338917
subject147,preevacuation,45,7,0.859260697
subject147,unconsiderable,46,6,0.31196089
subject147,delusional,47,7,0.859260697
subject147,predeterioration,48,7,0.859260697
subject147,uncommendable,49,7,0.859260697
subject147,nonpunctuation,50,3,-1.329938532
subject147,mediatorship,51,7,0.859260697
subject147,concessionist,52,7,0.859260697
subject147,pubically,53,5,-0.235338917
subject147,inhibitionist,54,6,0.31196089
subject147,unregrettable,55,7,0.859260697
subject147,residually,56,6,0.31196089
subject147,fleshiness,57,7,0.859260697
subject147,preinclusion,58,4,-0.782638724
subject147,ancestrally,59,7,0.859260697
subject147,subspiral,60,5,-0.235338917
subject147,subnocturnal,61,3,-1.329938532
subject147,depletionist,62,3,-1.329938532
subject147,shadiness,63,7,0.859260697
subject147,subseasonal,64,7,0.859260697
subject147,persecutorship,65,3,-1.329938532
subject147,oratorship,66,5,-0.235338917
subject147,subethical,67,5,-0.235338917
subject147,congressionalize,68,7,0.859260697
subject147,principalism,69,5,-0.235338917
subject147,nonconcussion,70,3,-1.329938532
subject147,preaddiction,71,3,-1.329938532
subject147,depopularize,72,6,0.31196089
subject147,congratulational,73,6,0.31196089
subject147,overmiraculous,74,2,-1.877238339
subject147,seminalism,75,7,0.859260697
subject147,radicalizer,76,3,-1.329938532
subject147,noncongregation,77,5,-0.235338917
subject147,overdangerous,78,3,-1.329938532
subject147,woodiness,79,7,0.859260697
subject147,inflatability,80,7,0.859260697
subject147,nonassociation,81,7,0.859260697
subject147,nonprofession,82,5,-0.235338917
subject147,individualizer,83,5,-0.235338917
subject147,spectralism,84,7,0.859260697
subject147,presegregation,85,5,-0.235338917
subject147,interintestinal,86,7,0.859260697
subject147,superparental,87,6,0.31196089
subject147,prehesitation,88,3,-1.329938532
subject147,fluctuationist,89,3,-1.329938532
subject147,preperception,90,3,-1.329938532
subject147,predisruption,91,3,-1.329938532
subject147,serialism,92,7,0.859260697
subject147,educatorship,93,1,-2.424538146
subject147,nonexcavation,94,1,-2.424538146
subject147,gesticulational,95,7,0.859260697
subject147,unworkable,96,7,0.859260697
subject147,distributorship,97,7,0.859260697
subject147,situationist,98,5,-0.235338917
subject147,undetestable,99,2,-1.877238339
subject147,epileptically,100,2,-1.877238339
subject148,prereflection,1,1,-1.112170454
subject148,confessorship,2,1,-1.112170454
subject148,overdisastrous,3,1,-1.112170454
subject148,mightiness,4,1,-1.112170454
subject148,marginalism,5,6,1.399182183
subject148,unlikable,6,7,1.901452711
subject148,subfrontal,7,4,0.394641129
subject148,preobstruction,8,1,-1.112170454
subject148,subanal,9,3,-0.107629399
subject148,projectorship,10,2,-0.609899926
subject148,overhazardous,11,6,1.399182183
subject148,atmospherically,12,7,1.901452711
subject148,centrifugalism,13,3,-0.107629399
subject148,unexcitable,14,3,-0.107629399
subject148,manipulationist,15,5,0.896911656
subject148,nonconfusion,16,6,1.399182183
subject148,nontransmission,17,2,-0.609899926
subject148,interideal,18,1,-1.112170454
subject148,ecclesiasticalize,19,2,-0.609899926
subject148,interfocal,20,4,0.394641129
subject148,profitability,21,7,1.901452711
subject148,nonaccommodation,22,5,0.896911656
subject148,standardizer,23,1,-1.112170454
subject148,criticalize,24,5,0.896911656
subject148,silveriness,25,1,-1.112170454
subject148,stoniness,26,1,-1.112170454
subject148,nonprescription,27,7,1.901452711
subject148,dedicational,28,1,-1.112170454
subject148,movability,29,5,0.896911656
subject148,preconstitution,30,3,-0.107629399
subject148,contractorship,31,4,0.394641129
subject148,wealthiness,32,4,0.394641129
subject148,steaminess,33,4,0.394641129
subject148,nonanticipation,34,4,0.394641129
subject148,uncomparable,35,6,1.399182183
subject148,exhilarationist,36,1,-1.112170454
subject148,actorship,37,2,-0.609899926
subject148,secretionist,38,3,-0.107629399
subject148,presubversion,39,2,-0.609899926
subject148,nonsubmission,40,2,-0.609899926
subject148,emancipational,41,6,1.399182183
subject148,unpredictable,42,7,1.901452711
subject148,nonexclusion,43,3,-0.107629399
subject148,preadmission,44,2,-0.609899926
subject148,preevacuation,45,1,-1.112170454
subject148,unconsiderable,46,7,1.901452711
subject148,delusional,47,7,1.901452711
subject148,predeterioration,48,2,-0.609899926
subject148,uncommendable,49,1,-1.112170454
subject148,nonpunctuation,50,4,0.394641129
subject148,mediatorship,51,1,-1.112170454
subject148,concessionist,52,1,-1.112170454
subject148,pubically,53,2,-0.609899926
subject148,inhibitionist,54,4,0.394641129
subject148,unregrettable,55,6,1.399182183
subject148,residually,56,3,-0.107629399
subject148,fleshiness,57,3,-0.107629399
subject148,preinclusion,58,1,-1.112170454
subject148,ancestrally,59,6,1.399182183
subject148,subspiral,60,2,-0.609899926
subject148,subnocturnal,61,4,0.394641129
subject148,depletionist,62,4,0.394641129
subject148,shadiness,63,7,1.901452711
subject148,subseasonal,64,4,0.394641129
subject148,persecutorship,65,1,-1.112170454
subject148,oratorship,66,1,-1.112170454
subject148,subethical,67,3,-0.107629399
subject148,congressionalize,68,5,0.896911656
subject148,principalism,69,1,-1.112170454
subject148,nonconcussion,70,3,-0.107629399
subject148,preaddiction,71,1,-1.112170454
subject148,depopularize,72,5,0.896911656
subject148,congratulational,73,1,-1.112170454
subject148,overmiraculous,74,1,-1.112170454
subject148,seminalism,75,4,0.394641129
subject148,radicalizer,76,4,0.394641129
subject148,noncongregation,77,4,0.394641129
subject148,overdangerous,78,6,1.399182183
subject148,woodiness,79,1,-1.112170454
subject148,inflatability,80,4,0.394641129
subject148,nonassociation,81,6,1.399182183
subject148,nonprofession,82,3,-0.107629399
subject148,individualizer,83,2,-0.609899926
subject148,spectralism,84,4,0.394641129
subject148,presegregation,85,2,-0.609899926
subject148,interintestinal,86,1,-1.112170454
subject148,superparental,87,1,-1.112170454
subject148,prehesitation,88,1,-1.112170454
subject148,fluctuationist,89,2,-0.609899926
subject148,preperception,90,1,-1.112170454
subject148,predisruption,91,1,-1.112170454
subject148,serialism,92,5,0.896911656
subject148,educatorship,93,4,0.394641129
subject148,nonexcavation,94,1,-1.112170454
subject148,gesticulational,95,5,0.896911656
subject148,unworkable,96,4,0.394641129
subject148,distributorship,97,2,-0.609899926
subject148,situationist,98,3,-0.107629399
subject148,undetestable,99,NA,NA
subject148,epileptically,100,NA,NA
subject149,prereflection,1,1,-1.092148365
subject149,confessorship,2,1,-1.092148365
subject149,overdisastrous,3,6,0.68081976
subject149,mightiness,4,1,-1.092148365
subject149,marginalism,5,5,0.326226135
subject149,unlikable,6,7,1.035413385
subject149,subfrontal,7,2,-0.73755474
subject149,preobstruction,8,5,0.326226135
subject149,subanal,9,1,-1.092148365
subject149,projectorship,10,7,1.035413385
subject149,overhazardous,11,2,-0.73755474
subject149,atmospherically,12,7,1.035413385
subject149,centrifugalism,13,1,-1.092148365
subject149,unexcitable,14,7,1.035413385
subject149,manipulationist,15,5,0.326226135
subject149,nonconfusion,16,1,-1.092148365
subject149,nontransmission,17,7,1.035413385
subject149,interideal,18,1,-1.092148365
subject149,ecclesiasticalize,19,1,-1.092148365
subject149,interfocal,20,6,0.68081976
subject149,profitability,21,7,1.035413385
subject149,nonaccommodation,22,4,-0.02836749
subject149,standardizer,23,1,-1.092148365
subject149,criticalize,24,1,-1.092148365
subject149,silveriness,25,1,-1.092148365
subject149,stoniness,26,1,-1.092148365
subject149,nonprescription,27,7,1.035413385
subject149,dedicational,28,7,1.035413385
subject149,movability,29,4,-0.02836749
subject149,preconstitution,30,7,1.035413385
subject149,contractorship,31,1,-1.092148365
subject149,wealthiness,32,7,1.035413385
subject149,steaminess,33,7,1.035413385
subject149,nonanticipation,34,7,1.035413385
subject149,uncomparable,35,7,1.035413385
subject149,exhilarationist,36,7,1.035413385
subject149,actorship,37,6,0.68081976
subject149,secretionist,38,1,-1.092148365
subject149,presubversion,39,7,1.035413385
subject149,nonsubmission,40,7,1.035413385
subject149,emancipational,41,1,-1.092148365
subject149,unpredictable,42,7,1.035413385
subject149,nonexclusion,43,7,1.035413385
subject149,preadmission,44,1,-1.092148365
subject149,preevacuation,45,7,1.035413385
subject149,unconsiderable,46,7,1.035413385
subject149,delusional,47,7,1.035413385
subject149,predeterioration,48,1,-1.092148365
subject149,uncommendable,49,1,-1.092148365
subject149,nonpunctuation,50,6,0.68081976
subject149,mediatorship,51,1,-1.092148365
subject149,concessionist,52,1,-1.092148365
subject149,pubically,53,7,1.035413385
subject149,inhibitionist,54,7,1.035413385
subject149,unregrettable,55,7,1.035413385
subject149,residually,56,7,1.035413385
subject149,fleshiness,57,7,1.035413385
subject149,preinclusion,58,6,0.68081976
subject149,ancestrally,59,1,-1.092148365
subject149,subspiral,60,1,-1.092148365
subject149,subnocturnal,61,2,-0.73755474
subject149,depletionist,62,1,-1.092148365
subject149,shadiness,63,7,1.035413385
subject149,subseasonal,64,1,-1.092148365
subject149,persecutorship,65,2,-0.73755474
subject149,oratorship,66,7,1.035413385
subject149,subethical,67,1,-1.092148365
subject149,congressionalize,68,7,1.035413385
subject149,principalism,69,1,-1.092148365
subject149,nonconcussion,70,1,-1.092148365
subject149,preaddiction,71,1,-1.092148365
subject149,depopularize,72,7,1.035413385
subject149,congratulational,73,7,1.035413385
subject149,overmiraculous,74,1,-1.092148365
subject149,seminalism,75,1,-1.092148365
subject149,radicalizer,76,7,1.035413385
subject149,noncongregation,77,7,1.035413385
subject149,overdangerous,78,1,-1.092148365
subject149,woodiness,79,2,-0.73755474
subject149,inflatability,80,1,-1.092148365
subject149,nonassociation,81,7,1.035413385
subject149,nonprofession,82,7,1.035413385
subject149,individualizer,83,1,-1.092148365
subject149,spectralism,84,2,-0.73755474
subject149,presegregation,85,7,1.035413385
subject149,interintestinal,86,7,1.035413385
subject149,superparental,87,2,-0.73755474
subject149,prehesitation,88,2,-0.73755474
subject149,fluctuationist,89,1,-1.092148365
subject149,preperception,90,7,1.035413385
subject149,predisruption,91,7,1.035413385
subject149,serialism,92,1,-1.092148365
subject149,educatorship,93,1,-1.092148365
subject149,nonexcavation,94,6,0.68081976
subject149,gesticulational,95,1,-1.092148365
subject149,unworkable,96,7,1.035413385
subject149,distributorship,97,1,-1.092148365
subject149,situationist,98,7,1.035413385
subject149,undetestable,99,7,1.035413385
subject149,epileptically,100,1,-1.092148365
subject150,prereflection,1,5,-0.269547799
subject150,confessorship,2,2,-2.194889221
subject150,overdisastrous,3,5,-0.269547799
subject150,mightiness,4,7,1.014013149
subject150,marginalism,5,7,1.014013149
subject150,unlikable,6,7,1.014013149
subject150,subfrontal,7,6,0.372232675
subject150,preobstruction,8,6,0.372232675
subject150,subanal,9,5,-0.269547799
subject150,projectorship,10,4,-0.911328273
subject150,overhazardous,11,5,-0.269547799
subject150,atmospherically,12,6,0.372232675
subject150,centrifugalism,13,5,-0.269547799
subject150,unexcitable,14,6,0.372232675
subject150,manipulationist,15,5,-0.269547799
subject150,nonconfusion,16,6,0.372232675
subject150,nontransmission,17,7,1.014013149
subject150,interideal,18,3,-1.553108747
subject150,ecclesiasticalize,19,3,-1.553108747
subject150,interfocal,20,6,0.372232675
subject150,profitability,21,7,1.014013149
subject150,nonaccommodation,22,6,0.372232675
subject150,standardizer,23,4,-0.911328273
subject150,criticalize,24,5,-0.269547799
subject150,silveriness,25,5,-0.269547799
subject150,stoniness,26,5,-0.269547799
subject150,nonprescription,27,7,1.014013149
subject150,dedicational,28,3,-1.553108747
subject150,movability,29,7,1.014013149
subject150,preconstitution,30,6,0.372232675
subject150,contractorship,31,6,0.372232675
subject150,wealthiness,32,7,1.014013149
subject150,steaminess,33,7,1.014013149
subject150,nonanticipation,34,7,1.014013149
subject150,uncomparable,35,7,1.014013149
subject150,exhilarationist,36,6,0.372232675
subject150,actorship,37,4,-0.911328273
subject150,secretionist,38,4,-0.911328273
subject150,presubversion,39,4,-0.911328273
subject150,nonsubmission,40,7,1.014013149
subject150,emancipational,41,4,-0.911328273
subject150,unpredictable,42,7,1.014013149
subject150,nonexclusion,43,7,1.014013149
subject150,preadmission,44,7,1.014013149
subject150,preevacuation,45,7,1.014013149
subject150,unconsiderable,46,7,1.014013149
subject150,delusional,47,7,1.014013149
subject150,predeterioration,48,6,0.372232675
subject150,uncommendable,49,6,0.372232675
subject150,nonpunctuation,50,5,-0.269547799
subject150,mediatorship,51,5,-0.269547799
subject150,concessionist,52,6,0.372232675
subject150,pubically,53,3,-1.553108747
subject150,inhibitionist,54,5,-0.269547799
subject150,unregrettable,55,6,0.372232675
subject150,residually,56,7,1.014013149
subject150,fleshiness,57,6,0.372232675
subject150,preinclusion,58,6,0.372232675
subject150,ancestrally,59,6,0.372232675
subject150,subspiral,60,6,0.372232675
subject150,subnocturnal,61,7,1.014013149
subject150,depletionist,62,7,1.014013149
subject150,shadiness,63,6,0.372232675
subject150,subseasonal,64,7,1.014013149
subject150,persecutorship,65,6,0.372232675
subject150,oratorship,66,6,0.372232675
subject150,subethical,67,7,1.014013149
subject150,congressionalize,68,6,0.372232675
subject150,principalism,69,6,0.372232675
subject150,nonconcussion,70,7,1.014013149
subject150,preaddiction,71,2,-2.194889221
subject150,depopularize,72,5,-0.269547799
subject150,congratulational,73,4,-0.911328273
subject150,overmiraculous,74,2,-2.194889221
subject150,seminalism,75,3,-1.553108747
subject150,radicalizer,76,7,1.014013149
subject150,noncongregation,77,5,-0.269547799
subject150,overdangerous,78,5,-0.269547799
subject150,woodiness,79,6,0.372232675
subject150,inflatability,80,7,1.014013149
subject150,nonassociation,81,7,1.014013149
subject150,nonprofession,82,7,1.014013149
subject150,individualizer,83,7,1.014013149
subject150,spectralism,84,3,-1.553108747
subject150,presegregation,85,5,-0.269547799
subject150,interintestinal,86,5,-0.269547799
subject150,superparental,87,5,-0.269547799
subject150,prehesitation,88,6,0.372232675
subject150,fluctuationist,89,4,-0.911328273
subject150,preperception,90,2,-2.194889221
subject150,predisruption,91,4,-0.911328273
subject150,serialism,92,2,-2.194889221
subject150,educatorship,93,4,-0.911328273
subject150,nonexcavation,94,5,-0.269547799
subject150,gesticulational,95,1,-2.836669695
subject150,unworkable,96,7,1.014013149
subject150,distributorship,97,6,0.372232675
subject150,situationist,98,6,0.372232675
subject150,undetestable,99,1,-2.836669695
subject150,epileptically,100,5,-0.269547799
subject151,unexpendable,1,7,0.744669027
subject151,reductional,2,7,0.744669027
subject151,superbrutal,3,7,0.744669027
subject151,prosecutorship,4,4,-0.554172299
subject151,approachability,5,7,0.744669027
subject151,predescription,6,2,-1.420066517
subject151,unmanageable,7,7,0.744669027
subject151,prenegation,8,2,-1.420066517
subject151,preextradition,9,7,0.744669027
subject151,diagnostically,10,7,0.744669027
subject151,preirritation,11,6,0.311721918
subject151,lumpiness,12,7,0.744669027
subject151,donational,13,6,0.311721918
subject151,unadmirable,14,7,0.744669027
subject151,rubberiness,15,7,0.744669027
subject151,overmischievous,16,7,0.744669027
subject151,nonaccumulation,17,3,-0.987119408
subject151,preinterruption,18,6,0.311721918
subject151,dirtiness,19,7,0.744669027
subject151,overmomentous,20,6,0.311721918
subject151,exhaustional,21,1,-1.853013626
subject151,predepiction,22,1,-1.853013626
subject151,wateriness,23,7,0.744669027
subject151,cerebralism,24,4,-0.554172299
subject151,coastalism,25,7,0.744669027
subject151,irrigational,26,7,0.744669027
subject151,noncirculation,27,4,-0.554172299
subject151,statisticalize,28,7,0.744669027
subject151,idiosyncratically,29,7,0.744669027
subject151,unagreeable,30,7,0.744669027
subject151,brassiness,31,7,0.744669027
subject151,colonially,32,7,0.744669027
subject151,sweatiness,33,7,0.744669027
subject151,unadaptable,34,7,0.744669027
subject151,superincremental,35,6,0.311721918
subject151,apprehensionist,36,6,0.311721918
subject151,adorability,37,7,0.744669027
subject151,saturationist,38,1,-1.853013626
subject151,precultivation,39,7,0.744669027
subject151,supercriminal,40,3,-0.987119408
subject151,normalism,41,2,-1.420066517
subject151,nonexpression,42,5,-0.12122519
subject151,overcourageous,43,7,0.744669027
subject151,depenalize,44,7,0.744669027
subject151,preconstellation,45,2,-1.420066517
subject151,prenomination,46,6,0.311721918
subject151,feudally,47,7,0.744669027
subject151,supertribal,48,6,0.311721918
subject151,prerecession,49,7,0.744669027
subject151,unattainable,50,7,0.744669027
subject151,interceptional,51,7,0.744669027
subject151,balminess,52,7,0.744669027
subject151,storminess,53,7,0.744669027
subject151,concentrationist,54,1,-1.853013626
subject151,destabilize,55,7,0.744669027
subject151,vocationalize,56,7,0.744669027
subject151,tanginess,57,7,0.744669027
subject151,nonrevision,58,2,-1.420066517
subject151,inoculational,59,2,-1.420066517
subject151,precollusion,60,4,-0.554172299
subject151,overprodigious,61,7,0.744669027
subject151,intrusionist,62,2,-1.420066517
subject151,narratorship,63,2,-1.420066517
subject151,overjoyous,64,7,0.744669027
subject151,patriarchally,65,7,0.744669027
subject151,finalizer,66,7,0.744669027
subject151,preaffliction,67,7,0.744669027
subject151,possessorship,68,2,-1.420066517
subject151,venerationist,69,1,-1.853013626
subject151,preintention,70,1,-1.853013626
subject151,unapplicable,71,7,0.744669027
subject151,superpersonal,72,7,0.744669027
subject151,favourability,73,7,0.744669027
subject151,nonexception,74,7,0.744669027
subject151,competitorship,75,7,0.744669027
subject151,generational,76,7,0.744669027
subject151,despecialize,77,6,0.311721918
subject151,superformal,78,2,-1.420066517
subject151,ignitional,79,2,-1.420066517
subject151,recoverability,80,7,0.744669027
subject151,unpresentable,81,7,0.744669027
subject151,nonintuition,82,3,-0.987119408
subject151,payability,83,1,-1.853013626
subject151,contributorship,84,7,0.744669027
subject151,preconsternation,85,7,0.744669027
subject151,prehibernation,86,5,-0.12122519
subject151,overanonymous,87,1,-1.853013626
subject151,overnebulous,88,1,-1.853013626
subject151,interrogatorship,89,4,-0.554172299
subject151,preestimation,90,7,0.744669027
subject151,nonmutation,91,7,0.744669027
subject151,conversional,92,6,0.311721918
subject151,conciliational,93,6,0.311721918
subject151,unpracticable,94,1,-1.853013626
subject151,conventionist,95,7,0.744669027
subject151,interclerical,96,1,-1.853013626
subject151,introductional,97,6,0.311721918
subject151,classiness,98,7,0.744669027
subject151,superfatal,99,1,-1.853013626
