subject,word,order,judgment,judgment_z
subject31,dematerialize,23,7,1.540640347
subject31,premenstruation,24,6,1.124251064
subject31,civilizer,25,2,-0.541306068
subject31,soppiness,26,1,-0.957695351
subject31,overmountainous,27,1,-0.957695351
subject31,modernizer,28,6,1.124251064
subject31,intersentimental,29,1,-0.957695351
subject31,unlovable,30,7,1.540640347
subject31,interfundamental,31,1,-0.957695351
subject31,debatability,32,7,1.540640347
subject31,sectionalize,33,7,1.540640347
subject31,prerejection,34,2,-0.541306068
subject31,maximizer,35,7,1.540640347
subject31,executorship,36,7,1.540640347
subject31,supertidal,37,2,-0.541306068
subject31,vibrational,38,1,-0.957695351
subject31,suppressionist,39,5,0.707861781
subject31,nonmatriculation,40,2,-0.541306068
subject31,supermusical,41,5,0.707861781
subject31,allocationist,42,6,1.124251064
subject31,nonconcoction,43,1,-0.957695351
subject31,digitally,44,7,1.540640347
subject31,matrimonialize,45,1,-0.957695351
subject31,preevasion,46,1,-0.957695351
subject31,elevational,47,2,-0.541306068
subject31,detectability,48,7,1.540640347
subject31,rhetoricalism,49,2,-0.541306068
subject31,beefiness,50,6,1.124251064
subject31,noncontemplation,51,3,-0.124916785
subject31,nonassumption,52,3,-0.124916785
subject31,nonparticipation,53,7,1.540640347
subject31,commissionist,54,1,-0.957695351
subject31,overthunderous,55,1,-0.957695351
subject31,overluxurious,56,2,-0.541306068
subject31,overcontemptuous,57,2,-0.541306068
subject31,oversensuous,58,2,-0.541306068
subject31,overvillainous,59,1,-0.957695351
subject31,imaginability,60,6,1.124251064
subject31,nonmigration,61,5,0.707861781
subject31,prerotation,62,1,-0.957695351
subject31,delegational,63,6,1.124251064
subject31,eruptional,64,4,0.291472498
subject31,notionally,65,7,1.540640347
subject31,subsceptical,66,1,-0.957695351
subject31,nondecision,67,7,1.540640347
subject31,aggressorship,68,3,-0.124916785
subject31,demonstratorship,69,1,-0.957695351
subject31,starriness,70,2,-0.541306068
subject31,nonconsumption,71,7,1.540640347
subject31,digestionist,72,1,-0.957695351
subject31,explosional,73,1,-0.957695351
subject31,noncremation,74,2,-0.541306068
subject31,conquerorship,75,1,-0.957695351
subject31,internalism,76,7,1.540640347
subject31,despicability,77,3,-0.124916785
subject31,insulationist,78,1,-0.957695351
subject31,supermaximal,79,1,-0.957695351
subject31,liberatorship,80,1,-0.957695351
subject31,overcarnivorous,81,1,-0.957695351
subject31,innovatorship,82,5,0.707861781
subject31,supernational,83,3,-0.124916785
subject31,overfamous,84,1,-0.957695351
subject31,interminimal,85,1,-0.957695351
subject31,admonitionist,86,2,-0.541306068
subject31,prefascination,87,1,-0.957695351
subject31,creatorship,88,6,1.124251064
subject31,legalizer,89,5,0.707861781
subject31,predirection,90,1,-0.957695351
subject31,chunkiness,91,7,1.540640347
subject31,degeneralize,92,2,-0.541306068
subject31,nonremission,93,1,-0.957695351
subject31,unusable,94,7,1.540640347
subject31,nondistortion,95,4,0.291472498
subject31,horizontalize,96,5,0.707861781
subject31,devastationist,97,1,-0.957695351
subject31,superverbal,98,1,-0.957695351
subject31,incineratorship,99,1,-0.957695351
subject31,unvariable,100,7,1.540640347
subject33,regulatorship,1,7,0.889467902
subject33,predictation,2,3,-1.57367398
subject33,phallically,3,6,0.273682431
subject33,glassiness,4,7,0.889467902
subject33,interbridal,5,2,-2.18945945
subject33,inventorship,6,7,0.889467902
subject33,preprotection,7,6,0.273682431
subject33,bacterially,8,7,0.889467902
subject33,cubically,9,5,-0.342103039
subject33,noninvasion,10,7,0.889467902
subject33,predepreciation,11,4,-0.957888509
subject33,laciness,12,7,0.889467902
subject33,preimmersion,13,6,0.273682431
subject33,overporous,14,7,0.889467902
subject33,intercultural,15,7,0.889467902
subject33,subregional,16,5,-0.342103039
subject33,postalize,17,4,-0.957888509
subject33,liveriness,18,2,-2.18945945
subject33,deneutralize,19,6,0.273682431
subject33,nonhumiliation,20,7,0.889467902
subject33,arthritically,21,NA,NA
subject33,frustrational,22,5,-0.342103039
subject33,dematerialize,23,7,0.889467902
subject33,premenstruation,24,6,0.273682431
subject33,civilizer,25,7,0.889467902
subject33,soppiness,26,7,0.889467902
subject33,overmountainous,27,6,0.273682431
subject33,modernizer,28,7,0.889467902
subject33,intersentimental,29,1,-2.80524492
subject33,unlovable,30,7,0.889467902
subject33,interfundamental,31,1,-2.80524492
subject33,debatability,32,7,0.889467902
subject33,sectionalize,33,6,0.273682431
subject33,prerejection,34,5,-0.342103039
subject33,maximizer,35,7,0.889467902
subject33,executorship,36,7,0.889467902
subject33,supertidal,37,6,0.273682431
subject33,vibrational,38,7,0.889467902
subject33,suppressionist,39,6,0.273682431
subject33,nonmatriculation,40,7,0.889467902
subject33,supermusical,41,7,0.889467902
subject33,allocationist,42,6,0.273682431
subject33,nonconcoction,43,4,-0.957888509
subject33,digitally,44,7,0.889467902
subject33,matrimonialize,45,6,0.273682431
subject33,preevasion,46,3,-1.57367398
subject33,elevational,47,7,0.889467902
subject33,detectability,48,7,0.889467902
subject33,rhetoricalism,49,6,0.273682431
subject33,beefiness,50,7,0.889467902
subject33,noncontemplation,51,5,-0.342103039
subject33,nonassumption,52,5,-0.342103039
subject33,nonparticipation,53,7,0.889467902
subject33,commissionist,54,4,-0.957888509
subject33,overthunderous,55,4,-0.957888509
subject33,overluxurious,56,6,0.273682431
subject33,overcontemptuous,57,6,0.273682431
subject33,oversensuous,58,5,-0.342103039
subject33,overvillainous,59,5,-0.342103039
subject33,imaginability,60,7,0.889467902
subject33,nonmigration,61,7,0.889467902
subject33,prerotation,62,5,-0.342103039
subject33,delegational,63,6,0.273682431
subject33,eruptional,64,4,-0.957888509
subject33,notionally,65,5,-0.342103039
subject33,subsceptical,66,3,-1.57367398
subject33,nondecision,67,7,0.889467902
subject33,aggressorship,68,4,-0.957888509
subject33,demonstratorship,69,4,-0.957888509
subject33,starriness,70,7,0.889467902
subject33,nonconsumption,71,7,0.889467902
subject33,digestionist,72,3,-1.57367398
subject33,explosional,73,4,-0.957888509
subject33,noncremation,74,5,-0.342103039
subject33,conquerorship,75,5,-0.342103039
subject33,internalism,76,5,-0.342103039
subject33,despicability,77,7,0.889467902
subject33,insulationist,78,6,0.273682431
subject33,supermaximal,79,6,0.273682431
subject33,liberatorship,80,6,0.273682431
subject33,overcarnivorous,81,6,0.273682431
subject33,innovatorship,82,6,0.273682431
subject33,supernational,83,7,0.889467902
subject33,overfamous,84,7,0.889467902
subject33,interminimal,85,1,-2.80524492
subject33,admonitionist,86,6,0.273682431
subject33,prefascination,87,2,-2.18945945
subject33,creatorship,88,4,-0.957888509
subject33,legalizer,89,7,0.889467902
subject33,predirection,90,6,0.273682431
subject33,chunkiness,91,7,0.889467902
subject33,degeneralize,92,4,-0.957888509
subject33,nonremission,93,4,-0.957888509
subject33,unusable,94,7,0.889467902
subject33,nondistortion,95,7,0.889467902
subject33,horizontalize,96,5,-0.342103039
subject33,devastationist,97,3,-1.57367398
subject33,superverbal,98,7,0.889467902
subject33,incineratorship,99,3,-1.57367398
subject33,unvariable,100,7,0.889467902
subject34,regulatorship,1,6,0.662527488
subject34,predictation,2,7,1.219273276
subject34,phallically,3,6,0.662527488
subject34,glassiness,4,5,0.1057817
subject34,interbridal,5,3,-1.007709876
subject34,inventorship,6,3,-1.007709876
subject34,preprotection,7,7,1.219273276
subject34,bacterially,8,3,-1.007709876
subject34,cubically,9,5,0.1057817
subject34,noninvasion,10,6,0.662527488
subject34,predepreciation,11,4,-0.450964088
subject34,laciness,12,7,1.219273276
subject34,preimmersion,13,3,-1.007709876
subject34,overporous,14,6,0.662527488
subject34,intercultural,15,7,1.219273276
subject34,subregional,16,7,1.219273276
subject34,postalize,17,4,-0.450964088
subject34,liveriness,18,2,-1.564455664
subject34,deneutralize,19,6,0.662527488
subject34,nonhumiliation,20,5,0.1057817
subject34,arthritically,21,5,0.1057817
subject34,frustrational,22,4,-0.450964088
subject34,dematerialize,23,5,0.1057817
subject34,premenstruation,24,7,1.219273276
subject34,civilizer,25,5,0.1057817
subject34,soppiness,26,7,1.219273276
subject34,overmountainous,27,4,-0.450964088
subject34,modernizer,28,7,1.219273276
subject34,intersentimental,29,3,-1.007709876
subject34,unlovable,30,7,1.219273276
subject34,interfundamental,31,5,0.1057817
subject34,debatability,32,7,1.219273276
subject34,sectionalize,33,7,1.219273276
subject34,prerejection,34,5,0.1057817
subject34,maximizer,35,7,1.219273276
subject34,executorship,36,6,0.662527488
subject34,supertidal,37,6,0.662527488
subject34,vibrational,38,4,-0.450964088
subject34,suppressionist,39,7,1.219273276
subject34,nonmatriculation,40,6,0.662527488
subject34,supermusical,41,5,0.1057817
subject34,allocationist,42,6,0.662527488
subject34,nonconcoction,43,4,-0.450964088
subject34,digitally,44,7,1.219273276
subject34,matrimonialize,45,6,0.662527488
subject34,preevasion,46,3,-1.007709876
subject34,elevational,47,6,0.662527488
subject34,detectability,48,7,1.219273276
subject34,rhetoricalism,49,4,-0.450964088
subject34,beefiness,50,7,1.219273276
subject34,noncontemplation,51,5,0.1057817
subject34,nonassumption,52,5,0.1057817
subject34,nonparticipation,53,7,1.219273276
subject34,commissionist,54,4,-0.450964088
subject34,overthunderous,55,3,-1.007709876
subject34,overluxurious,56,7,1.219273276
subject34,overcontemptuous,57,6,0.662527488
subject34,oversensuous,58,5,0.1057817
subject34,overvillainous,59,4,-0.450964088
subject34,imaginability,60,7,1.219273276
subject34,nonmigration,61,6,0.662527488
subject34,prerotation,62,5,0.1057817
subject34,delegational,63,4,-0.450964088
subject34,eruptional,64,2,-1.564455664
subject34,notionally,65,7,1.219273276
subject34,subsceptical,66,3,-1.007709876
subject34,nondecision,67,7,1.219273276
subject34,aggressorship,68,2,-1.564455664
subject34,demonstratorship,69,2,-1.564455664
subject34,starriness,70,5,0.1057817
subject34,nonconsumption,71,4,-0.450964088
subject34,digestionist,72,2,-1.564455664
subject34,explosional,73,1,-2.121201452
subject34,noncremation,74,2,-1.564455664
subject34,conquerorship,75,1,-2.121201452
subject34,internalism,76,6,0.662527488
subject34,despicability,77,4,-0.450964088
subject34,insulationist,78,6,0.662527488
subject34,supermaximal,79,6,0.662527488
subject34,liberatorship,80,2,-1.564455664
subject34,overcarnivorous,81,3,-1.007709876
subject34,innovatorship,82,3,-1.007709876
subject34,supernational,83,6,0.662527488
subject34,overfamous,84,5,0.1057817
subject34,interminimal,85,2,-1.564455664
subject34,admonitionist,86,2,-1.564455664
subject34,prefascination,87,2,-1.564455664
subject34,creatorship,88,4,-0.450964088
subject34,legalizer,89,5,0.1057817
subject34,predirection,90,3,-1.007709876
subject34,chunkiness,91,7,1.219273276
subject34,degeneralize,92,4,-0.450964088
subject34,nonremission,93,5,0.1057817
subject34,unusable,94,7,1.219273276
subject34,nondistortion,95,5,0.1057817
subject34,horizontalize,96,4,-0.450964088
subject34,devastationist,97,1,-2.121201452
subject34,superverbal,98,6,0.662527488
subject34,incineratorship,99,1,-2.121201452
subject34,unvariable,100,5,0.1057817
subject35,regulatorship,1,4,-0.775418853
subject35,predictation,2,4,-0.775418853
subject35,phallically,3,7,0.910274305
subject35,glassiness,4,7,0.910274305
subject35,interbridal,5,5,-0.213521133
subject35,inventorship,6,5,-0.213521133
subject35,preprotection,7,6,0.348376586
subject35,bacterially,8,6,0.348376586
subject35,cubically,9,7,0.910274305
subject35,noninvasion,10,7,0.910274305
subject35,predepreciation,11,6,0.348376586
subject35,laciness,12,7,0.910274305
subject35,preimmersion,13,7,0.910274305
subject35,overporous,14,6,0.348376586
subject35,intercultural,15,7,0.910274305
subject35,subregional,16,7,0.910274305
subject35,postalize,17,5,-0.213521133
subject35,liveriness,18,3,-1.337316572
subject35,deneutralize,19,7,0.910274305
subject35,nonhumiliation,20,3,-1.337316572
subject35,arthritically,21,6,0.348376586
subject35,frustrational,22,6,0.348376586
subject35,dematerialize,23,7,0.910274305
subject35,premenstruation,24,7,0.910274305
subject35,civilizer,25,6,0.348376586
subject35,soppiness,26,7,0.910274305
subject35,overmountainous,27,3,-1.337316572
subject35,modernizer,28,7,0.910274305
subject35,intersentimental,29,3,-1.337316572
subject35,unlovable,30,7,0.910274305
subject35,interfundamental,31,5,-0.213521133
subject35,debatability,32,7,0.910274305
subject35,sectionalize,33,6,0.348376586
subject35,prerejection,34,7,0.910274305
subject35,maximizer,35,7,0.910274305
subject35,executorship,36,3,-1.337316572
subject35,supertidal,37,5,-0.213521133
subject35,vibrational,38,7,0.910274305
subject35,suppressionist,39,7,0.910274305
subject35,nonmatriculation,40,7,0.910274305
subject35,supermusical,41,3,-1.337316572
subject35,allocationist,42,6,0.348376586
subject35,nonconcoction,43,2,-1.899214292
subject35,digitally,44,7,0.910274305
subject35,matrimonialize,45,5,-0.213521133
subject35,preevasion,46,5,-0.213521133
subject35,elevational,47,7,0.910274305
subject35,detectability,48,7,0.910274305
subject35,rhetoricalism,49,5,-0.213521133
subject35,beefiness,50,7,0.910274305
subject35,noncontemplation,51,2,-1.899214292
subject35,nonassumption,52,7,0.910274305
subject35,nonparticipation,53,7,0.910274305
subject35,commissionist,54,6,0.348376586
subject35,overthunderous,55,1,-2.461112011
subject35,overluxurious,56,7,0.910274305
subject35,overcontemptuous,57,6,0.348376586
subject35,oversensuous,58,6,0.348376586
subject35,overvillainous,59,2,-1.899214292
subject35,imaginability,60,7,0.910274305
subject35,nonmigration,61,5,-0.213521133
subject35,prerotation,62,5,-0.213521133
subject35,delegational,63,7,0.910274305
subject35,eruptional,64,5,-0.213521133
subject35,notionally,65,7,0.910274305
subject35,subsceptical,66,3,-1.337316572
subject35,nondecision,67,7,0.910274305
subject35,aggressorship,68,6,0.348376586
subject35,demonstratorship,69,4,-0.775418853
subject35,starriness,70,5,-0.213521133
subject35,nonconsumption,71,6,0.348376586
subject35,digestionist,72,2,-1.899214292
subject35,explosional,73,2,-1.899214292
subject35,noncremation,74,1,-2.461112011
subject35,conquerorship,75,2,-1.899214292
subject35,internalism,76,4,-0.775418853
subject35,despicability,77,7,0.910274305
subject35,insulationist,78,6,0.348376586
subject35,supermaximal,79,6,0.348376586
subject35,liberatorship,80,6,0.348376586
subject35,overcarnivorous,81,1,-2.461112011
subject35,innovatorship,82,6,0.348376586
subject35,supernational,83,5,-0.213521133
subject35,overfamous,84,3,-1.337316572
subject35,interminimal,85,4,-0.775418853
subject35,admonitionist,86,7,0.910274305
subject35,prefascination,87,5,-0.213521133
subject35,creatorship,88,6,0.348376586
subject35,legalizer,89,7,0.910274305
subject35,predirection,90,5,-0.213521133
subject35,chunkiness,91,7,0.910274305
subject35,degeneralize,92,7,0.910274305
subject35,nonremission,93,5,-0.213521133
subject35,unusable,94,7,0.910274305
subject35,nondistortion,95,6,0.348376586
subject35,horizontalize,96,3,-1.337316572
subject35,devastationist,97,5,-0.213521133
subject35,superverbal,98,3,-1.337316572
subject35,incineratorship,99,2,-1.899214292
subject35,unvariable,100,7,0.910274305
subject36,regulatorship,1,6,1.186435086
subject36,predictation,2,5,0.77304307
subject36,phallically,3,6,1.186435086
subject36,glassiness,4,7,1.599827102
subject36,interbridal,5,4,0.359651054
subject36,inventorship,6,7,1.599827102
subject36,preprotection,7,7,1.599827102
subject36,bacterially,8,7,1.599827102
subject36,cubically,9,7,1.599827102
subject36,noninvasion,10,7,1.599827102
subject36,predepreciation,11,4,0.359651054
subject36,laciness,12,7,1.599827102
subject36,preimmersion,13,3,-0.053740962
subject36,overporous,14,3,-0.053740962
subject36,intercultural,15,7,1.599827102
subject36,subregional,16,7,1.599827102
subject36,postalize,17,2,-0.467132978
subject36,liveriness,18,1,-0.880524994
subject36,deneutralize,19,3,-0.053740962
subject36,nonhumiliation,20,2,-0.467132978
subject36,arthritically,21,2,-0.467132978
subject36,frustrational,22,2,-0.467132978
subject36,dematerialize,23,5,0.77304307
subject36,premenstruation,24,7,1.599827102
subject36,civilizer,25,7,1.599827102
subject36,soppiness,26,2,-0.467132978
subject36,overmountainous,27,1,-0.880524994
subject36,modernizer,28,7,1.599827102
subject36,intersentimental,29,1,-0.880524994
subject36,unlovable,30,7,1.599827102
subject36,interfundamental,31,1,-0.880524994
subject36,debatability,32,6,1.186435086
subject36,sectionalize,33,6,1.186435086
subject36,prerejection,34,2,-0.467132978
subject36,maximizer,35,7,1.599827102
subject36,executorship,36,5,0.77304307
subject36,supertidal,37,2,-0.467132978
subject36,vibrational,38,2,-0.467132978
subject36,suppressionist,39,7,1.599827102
subject36,nonmatriculation,40,3,-0.053740962
subject36,supermusical,41,1,-0.880524994
subject36,allocationist,42,2,-0.467132978
subject36,nonconcoction,43,1,-0.880524994
subject36,digitally,44,7,1.599827102
subject36,matrimonialize,45,1,-0.880524994
subject36,preevasion,46,1,-0.880524994
subject36,elevational,47,2,-0.467132978
subject36,detectability,48,7,1.599827102
subject36,rhetoricalism,49,1,-0.880524994
subject36,beefiness,50,5,0.77304307
subject36,noncontemplation,51,2,-0.467132978
subject36,nonassumption,52,2,-0.467132978
subject36,nonparticipation,53,7,1.599827102
subject36,commissionist,54,1,-0.880524994
subject36,overthunderous,55,1,-0.880524994
subject36,overluxurious,56,1,-0.880524994
subject36,overcontemptuous,57,1,-0.880524994
subject36,oversensuous,58,1,-0.880524994
subject36,overvillainous,59,1,-0.880524994
subject36,imaginability,60,6,1.186435086
subject36,nonmigration,61,1,-0.880524994
subject36,prerotation,62,1,-0.880524994
subject36,delegational,63,2,-0.467132978
subject36,eruptional,64,1,-0.880524994
subject36,notionally,65,1,-0.880524994
subject36,subsceptical,66,1,-0.880524994
subject36,nondecision,67,2,-0.467132978
subject36,aggressorship,68,2,-0.467132978
subject36,demonstratorship,69,1,-0.880524994
subject36,starriness,70,3,-0.053740962
subject36,nonconsumption,71,1,-0.880524994
subject36,digestionist,72,1,-0.880524994
subject36,explosional,73,1,-0.880524994
subject36,noncremation,74,1,-0.880524994
subject36,conquerorship,75,1,-0.880524994
subject36,internalism,76,3,-0.053740962
subject36,despicability,77,2,-0.467132978
subject36,insulationist,78,1,-0.880524994
subject36,supermaximal,79,4,0.359651054
subject36,liberatorship,80,1,-0.880524994
subject36,overcarnivorous,81,1,-0.880524994
subject36,innovatorship,82,4,0.359651054
subject36,supernational,83,5,0.77304307
subject36,overfamous,84,1,-0.880524994
subject36,interminimal,85,1,-0.880524994
subject36,admonitionist,86,1,-0.880524994
subject36,prefascination,87,1,-0.880524994
subject36,creatorship,88,5,0.77304307
subject36,legalizer,89,5,0.77304307
subject36,predirection,90,1,-0.880524994
subject36,chunkiness,91,7,1.599827102
subject36,degeneralize,92,1,-0.880524994
subject36,nonremission,93,1,-0.880524994
subject36,unusable,94,7,1.599827102
subject36,nondistortion,95,1,-0.880524994
subject36,horizontalize,96,1,-0.880524994
subject36,devastationist,97,1,-0.880524994
subject36,superverbal,98,1,-0.880524994
subject36,incineratorship,99,1,-0.880524994
subject36,unvariable,100,1,-0.880524994
subject37,regulatorship,1,2,-1.627660713
subject37,predictation,2,4,-0.226457143
subject37,phallically,3,3,-0.927058928
subject37,glassiness,4,5,0.474144643
subject37,interbridal,5,2,-1.627660713
subject37,inventorship,6,5,0.474144643
subject37,preprotection,7,3,-0.927058928
subject37,bacterially,8,4,-0.226457143
subject37,cubically,9,5,0.474144643
subject37,noninvasion,10,6,1.174746428
subject37,predepreciation,11,5,0.474144643
subject37,laciness,12,4,-0.226457143
subject37,preimmersion,13,5,0.474144643
subject37,overporous,14,6,1.174746428
subject37,intercultural,15,7,1.875348213
subject37,subregional,16,7,1.875348213
subject37,postalize,17,3,-0.927058928
subject37,liveriness,18,2,-1.627660713
subject37,deneutralize,19,6,1.174746428
subject37,nonhumiliation,20,5,0.474144643
subject37,arthritically,21,4,-0.226457143
subject37,frustrational,22,3,-0.927058928
subject37,dematerialize,23,4,-0.226457143
subject37,premenstruation,24,7,1.875348213
subject37,civilizer,25,4,-0.226457143
subject37,soppiness,26,5,0.474144643
subject37,overmountainous,27,4,-0.226457143
subject37,modernizer,28,7,1.875348213
subject37,intersentimental,29,4,-0.226457143
subject37,unlovable,30,7,1.875348213
subject37,interfundamental,31,4,-0.226457143
subject37,debatability,32,6,1.174746428
subject37,sectionalize,33,4,-0.226457143
subject37,prerejection,34,4,-0.226457143
subject37,maximizer,35,6,1.174746428
subject37,executorship,36,7,1.875348213
subject37,supertidal,37,4,-0.226457143
subject37,vibrational,38,6,1.174746428
subject37,suppressionist,39,5,0.474144643
subject37,nonmatriculation,40,4,-0.226457143
subject37,supermusical,41,5,0.474144643
subject37,allocationist,42,4,-0.226457143
subject37,nonconcoction,43,4,-0.226457143
subject37,digitally,44,7,1.875348213
subject37,matrimonialize,45,3,-0.927058928
subject37,preevasion,46,4,-0.226457143
subject37,elevational,47,4,-0.226457143
subject37,detectability,48,7,1.875348213
subject37,rhetoricalism,49,3,-0.927058928
subject37,beefiness,50,4,-0.226457143
subject37,noncontemplation,51,3,-0.927058928
subject37,nonassumption,52,6,1.174746428
subject37,nonparticipation,53,7,1.875348213
subject37,commissionist,54,4,-0.226457143
subject37,overthunderous,55,3,-0.927058928
subject37,overluxurious,56,6,1.174746428
subject37,overcontemptuous,57,4,-0.226457143
subject37,oversensuous,58,5,0.474144643
subject37,overvillainous,59,3,-0.927058928
subject37,imaginability,60,4,-0.226457143
subject37,nonmigration,61,4,-0.226457143
subject37,prerotation,62,4,-0.226457143
subject37,delegational,63,4,-0.226457143
subject37,eruptional,64,3,-0.927058928
subject37,notionally,65,2,-1.627660713
subject37,subsceptical,66,3,-0.927058928
subject37,nondecision,67,7,1.875348213
subject37,aggressorship,68,4,-0.226457143
subject37,demonstratorship,69,4,-0.226457143
subject37,starriness,70,3,-0.927058928
subject37,nonconsumption,71,5,0.474144643
subject37,digestionist,72,2,-1.627660713
subject37,explosional,73,4,-0.226457143
subject37,noncremation,74,2,-1.627660713
subject37,conquerorship,75,4,-0.226457143
subject37,internalism,76,5,0.474144643
subject37,despicability,77,5,0.474144643
subject37,insulationist,78,NA,NA
subject37,supermaximal,79,3,-0.927058928
subject37,liberatorship,80,4,-0.226457143
subject37,overcarnivorous,81,1,-2.328262498
subject37,innovatorship,82,4,-0.226457143
subject37,supernational,83,4,-0.226457143
subject37,overfamous,84,5,0.474144643
subject37,interminimal,85,2,-1.627660713
subject37,admonitionist,86,4,-0.226457143
subject37,prefascination,87,4,-0.226457143
subject37,creatorship,88,4,-0.226457143
subject37,legalizer,89,5,0.474144643
subject37,predirection,90,2,-1.627660713
subject37,chunkiness,91,6,1.174746428
subject37,degeneralize,92,5,0.474144643
subject37,nonremission,93,5,0.474144643
subject37,unusable,94,7,1.875348213
subject37,nondistortion,95,4,-0.226457143
subject37,horizontalize,96,3,-0.927058928
subject37,devastationist,97,3,-0.927058928
subject37,superverbal,98,3,-0.927058928
subject37,incineratorship,99,4,-0.226457143
subject37,unvariable,100,3,-0.927058928
subject38,regulatorship,1,3,-0.808409244
subject38,predictation,2,2,-1.307427296
subject38,phallically,3,4,-0.309391192
subject38,glassiness,4,5,0.18962686
subject38,interbridal,5,2,-1.307427296
subject38,inventorship,6,1,-1.806445347
subject38,preprotection,7,1,-1.806445347
subject38,bacterially,8,4,-0.309391192
subject38,cubically,9,7,1.187662963
subject38,noninvasion,10,6,0.688644911
subject38,predepreciation,11,3,-0.808409244
subject38,laciness,12,2,-1.307427296
subject38,preimmersion,13,6,0.688644911
subject38,overporous,14,5,0.18962686
subject38,intercultural,15,7,1.187662963
subject38,subregional,16,7,1.187662963
subject38,postalize,17,7,1.187662963
subject38,liveriness,18,2,-1.307427296
subject38,deneutralize,19,6,0.688644911
subject38,nonhumiliation,20,2,-1.307427296
subject38,arthritically,21,3,-0.808409244
subject38,frustrational,22,2,-1.307427296
subject38,dematerialize,23,7,1.187662963
subject38,premenstruation,24,6,0.688644911
subject38,civilizer,25,2,-1.307427296
subject38,soppiness,26,5,0.18962686
subject38,overmountainous,27,1,-1.806445347
subject38,modernizer,28,7,1.187662963
subject38,intersentimental,29,3,-0.808409244
subject38,unlovable,30,4,-0.309391192
subject38,interfundamental,31,5,0.18962686
subject38,debatability,32,7,1.187662963
subject38,sectionalize,33,7,1.187662963
subject38,prerejection,34,4,-0.309391192
subject38,maximizer,35,7,1.187662963
subject38,executorship,36,7,1.187662963
subject38,supertidal,37,6,0.688644911
subject38,vibrational,38,7,1.187662963
subject38,suppressionist,39,6,0.688644911
subject38,nonmatriculation,40,3,-0.808409244
subject38,supermusical,41,3,-0.808409244
subject38,allocationist,42,5,0.18962686
subject38,nonconcoction,43,5,0.18962686
subject38,digitally,44,7,1.187662963
subject38,matrimonialize,45,3,-0.808409244
subject38,preevasion,46,4,-0.309391192
subject38,elevational,47,7,1.187662963
subject38,detectability,48,7,1.187662963
subject38,rhetoricalism,49,1,-1.806445347
subject38,beefiness,50,6,0.688644911
subject38,noncontemplation,51,2,-1.307427296
subject38,nonassumption,52,6,0.688644911
subject38,nonparticipation,53,6,0.688644911
subject38,commissionist,54,2,-1.307427296
subject38,overthunderous,55,1,-1.806445347
subject38,overluxurious,56,7,1.187662963
subject38,overcontemptuous,57,6,0.688644911
subject38,oversensuous,58,5,0.18962686
subject38,overvillainous,59,3,-0.808409244
subject38,imaginability,60,5,0.18962686
subject38,nonmigration,61,7,1.187662963
subject38,prerotation,62,3,-0.808409244
subject38,delegational,63,7,1.187662963
subject38,eruptional,64,2,-1.307427296
subject38,notionally,65,6,0.688644911
subject38,subsceptical,66,5,0.18962686
subject38,nondecision,67,6,0.688644911
subject38,aggressorship,68,6,0.688644911
subject38,demonstratorship,69,2,-1.307427296
subject38,starriness,70,5,0.18962686
subject38,nonconsumption,71,7,1.187662963
subject38,digestionist,72,5,0.18962686
subject38,explosional,73,5,0.18962686
subject38,noncremation,74,6,0.688644911
subject38,conquerorship,75,2,-1.307427296
subject38,internalism,76,1,-1.806445347
subject38,despicability,77,7,1.187662963
subject38,insulationist,78,3,-0.808409244
subject38,supermaximal,79,5,0.18962686
subject38,liberatorship,80,7,1.187662963
subject38,overcarnivorous,81,6,0.688644911
subject38,innovatorship,82,2,-1.307427296
subject38,supernational,83,6,0.688644911
subject38,overfamous,84,2,-1.307427296
subject38,interminimal,85,3,-0.808409244
subject38,admonitionist,86,5,0.18962686
subject38,prefascination,87,6,0.688644911
subject38,creatorship,88,4,-0.309391192
subject38,legalizer,89,5,0.18962686
subject38,predirection,90,3,-0.808409244
subject38,chunkiness,91,7,1.187662963
subject38,degeneralize,92,7,1.187662963
subject38,nonremission,93,5,0.18962686
subject38,unusable,94,7,1.187662963
subject38,nondistortion,95,6,0.688644911
subject38,horizontalize,96,2,-1.307427296
subject38,devastationist,97,5,0.18962686
subject38,superverbal,98,3,-0.808409244
subject38,incineratorship,99,2,-1.307427296
subject38,unvariable,100,7,1.187662963
subject39,regulatorship,1,6,1.367552484
subject39,predictation,2,5,0.837493381
subject39,phallically,3,2,-0.752683925
subject39,glassiness,4,4,0.307434279
subject39,interbridal,5,6,1.367552484
subject39,inventorship,6,4,0.307434279
subject39,preprotection,7,6,1.367552484
subject39,bacterially,8,7,1.897611586
subject39,cubically,9,7,1.897611586
subject39,noninvasion,10,6,1.367552484
subject39,predepreciation,11,2,-0.752683925
subject39,laciness,12,3,-0.222624823
subject39,preimmersion,13,4,0.307434279
subject39,overporous,14,4,0.307434279
subject39,intercultural,15,7,1.897611586
subject39,subregional,16,6,1.367552484
subject39,postalize,17,4,0.307434279
subject39,liveriness,18,5,0.837493381
subject39,deneutralize,19,6,1.367552484
subject39,nonhumiliation,20,5,0.837493381
subject39,arthritically,21,4,0.307434279
subject39,frustrational,22,7,1.897611586
subject39,dematerialize,23,7,1.897611586
subject39,premenstruation,24,5,0.837493381
subject39,civilizer,25,6,1.367552484
subject39,soppiness,26,4,0.307434279
